"ACCESSION_NUMBER","SUBMISSION_TYPE","FILING_DATE","CIK","FILE_NUMBER","PERIOD","ISAMENDMENT","PROGRESSUPDATE","NATUREOFAMENDMENT","NAMEOFISSUER","LEGALSTATUSFORM","LEGALSTATUSOTHERDESC","JURISDICTIONORGANIZATION","DATEINCORPORATION","STREET1","STREET2","CITY","STATEORCOUNTRY","ZIPCODE","ISSUERWEBSITE","COMPANYNAME","COMMISSIONCIK","COMMISSIONFILENUMBER","CRDNUMBER"
"0001665160-18-000195","C",20180313,1667516,"020-24083",NA,0,"","","PoundWishes Inc.","Corporation","","CA","2015-02-09","909 Electric Avenue","Suite 209","Seal Beach","CA","90740","poundwishes.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000211","C",20180316,1284608,"020-24093",NA,0,"","","Life Recovery Systems HD, LLC","Limited Liability Company","","LA","2002-06-06","711 Kimball Ave","","Alexandria","LA","71301","www.life-recovery.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000214","C",20180316,1722969,"020-24096",NA,0,"","","Atlis Motor Vehicles, Inc","Corporation","","DE","2016-11-09","7259 East Posada Ave","","MESA","AZ","85212","atlismotorvehicles.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000222","C",20180320,1727821,"020-24103",NA,0,"","","EpigenCare Inc.","Corporation","","NY","2017-04-28","110 Bi County Blvd.","Ste. 122","Farmingdale","NY","11735","https://token.epigencare.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000224","C",20180320,1699476,"020-24104",NA,0,"","","PlantSnap Inc.","Corporation","","DE","2016-06-16","PO Box 3740","","Telluride","CO","81435","PlantSnap.net","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000228","C",20180321,1684432,"020-24107",NA,0,"","","Rentah, Incorporated","Corporation","","NY","2014-03-04","67 West Street","4th Floor - Suite B-1","Brooklyn","NY","11222","https://www.rentah.com/","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000232","C",20180322,1714819,"020-24109",NA,0,"","","Apparent Energy, Inc.","Corporation","","NV","2013-11-01","295 East Main St","#1","Ashland","OR","97520","www.apparent-energy.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000237","C",20180322,1734117,"020-24111",NA,0,"","","Whetstone International Network LLC","Limited Liability Company","","CA","2017-11-30","2017 East Hillcrest Drive","","Visalia","CA","93292","win.repair","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000249","C",20180328,1735653,"020-24127",NA,0,"","","UniCoin Blockchain Inc.","Corporation","","DE","2018-02-26","13393 Samantha Ave","","San Diego","CA","92129","www.unicoin.life","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000255","C",20180330,1717014,"020-24130",NA,0,"","","Power Hero Corp.","Corporation","","DE","2017-01-06","2105 Foothill Blvd.","Suite B360","LA VERNE","CA","91750","www.powerhero.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000258","C",20180330,1683142,"020-24132",NA,0,"","","Wordego, Incorporated","Corporation","","DE","2016-02-17","222 W Merchandise Mart Plaza Suite 1212","","Chicago","IL","60654","https://www.wordego.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000260","C",20180402,1734971,"020-24137",NA,0,"","","Market Analyst, LLC","Limited Liability Company","","VA","2012-01-18","2224 Great Falls St.","","Falls Church","VA","22046","www.marketanalyst.net","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000274","C",20180404,1630402,"020-24145",NA,0,"","","FidoTV Channel, Inc","Corporation","","CO","2007-12-24","43 Bantala Place","","Castle Rock","CO","80108","http://fidotvchannel.com/","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000284","C",20180413,1735920,"020-24170",NA,0,"","","Lisaiceland Inc.","Corporation","","DE","2018-02-06","22136 Westheimer Parkway","","Katy","TX","77450","https://www.lisaiceland.com/","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000292","C",20180419,1734957,"020-24176",NA,0,"","","SupPorter, Inc.","Corporation","","GA","2015-12-15","3423 Piedmont Rd NE","","Atlanta","GA","30305","http://supporterinc.io/","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000295","C",20180419,1725804,"020-24178",NA,0,"","","Minthealth, Inc.","Corporation","","DE","2017-09-06","13280 Evening Creek Drive South","Suite 225","San Diego","CA","92128","www.minthealth.io","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000297","C",20180419,1736947,"020-24180",NA,0,"","","CrowdCoverage Inc.","Corporation","","DE","2018-03-19","3010 Scenic Valley Way","","Henderson","NV","89052","https://www.crowdcoverage.io","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000301","C",20180420,1736438,"020-24183",NA,0,"","","One Sphera, Inc.","Corporation","","NV","2015-05-07","POB 4008","","Sparks","NV","89432","http://OneSphera.com","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000307","C",20180420,1374584,"020-24185",NA,0,"","","Geopulse Explorations, Inc.","Corporation","","NV","2004-08-13","6600 Sunset Blvd, 2nd Floor","","Los Angeles","CA","90046","www.canncoin.io","StartEngine Capital, LLC",1665160,"007-00007",NA
"0001665160-18-000310","C",20180420,1687989,"020-24187",NA,0,"","","FullMeta Corporation","Corporation","","DE","2016-06-24","1830 N 1120 W","","Provo","UT","84604-1179","http://www.metapipe.com","StartEngine Capital, LLC",1665160,"007-00007",NA
